agnecy,id,tag,tf_idf,most_similar_id,most_similar_agency,KLComment,SCS,WMD,time_diff,agency_match
fardaNews,185077,New,0.275425041,182547,fardaNews,0,0.663060156,,1334160,1
fardaNews,185290,New,0.453515012,220158,tabnak,0,0.772193419,,1135500,0
fardaNews,185505,New,0.396205249,219473,tabnak,0,0.473850306,,1426800,0
tabnak,223281,Old,0.812913686,185505,fardaNews, _nan,0.988414077,,9720,0
fardaNews,185817,New,0.413879656,220090,tabnak,32.8133,0.574375422,,1400040,0
tabnak,223730,Old,0.457122104,185817,fardaNews,0,0.999074284,,6360,0
tabnak,223794,New,0.346533672,150382,tabnak, _nan,0.651281033,,29398000,1
tabnak,225510,New,0.189480387,219024,tabnak,0,0.567049207,,2400300,1
fardaNews,187485,New,0.499142351,201040,tabnak,0,0.405256427,,9002400,0
fardaNews,187823,New,0.169704415,183498,fardaNews,0,0.604691334,,2266200,1
tabnak,226847,New,0.3940848,187823,fardaNews,0,0.678675128,,122700,0
fardaNews,188234,New,0.126142208,222243,tabnak,0,0.349566185,,1749300,0
tabnak,227072,New,0.182945504,129947,fardaNews,0,0.449203672,,36174820,0
fardaNews,188238,Old,0.389307683,227072,tabnak,0,0.711355306,,720,0
khabaronline,199164,Old,0.221537476,188234,fardaNews,0,0.674773453,,13800,0
fardaNews,188521,New,0.140189628,206312,tabnak, _nan,0.557523057,,7172040,0
fardaNews,188649,New,0.214546666,208219,tabnak,57.8748,0.541550099,,6587280,0
fardaNews,188756,New,0.450546526,188584,tabnak,0,0.434013918,,14433960,0
fardaNews,188916,New,0.228582307,136583,fardaNews,0,0.627108587,,32498620,1
tabnak,227881,Old,0.445835912,188756,fardaNews,0,0.50224659,,74700,0
fardaNews,188932,New,0.650299492,125426,khabaronline,0,0.459567432,,33863200,0
tabnak,227896,Old,0.615241214,188932,fardaNews,0,0.933701067,,1260,0
khabaronline,199705,Old,0.807407471,188932,fardaNews,0,0.818193317,,23460,0
tabnak,227933,Old,0.147976573,194679,khabaronline,53.8135,0.700632818,,2830500,0
tabnak,228357,New,0.074930421,121607,khabaronline,55.1197,0.737588752,,35435800,0
tabnak,228711,New,0.301207999,220090,tabnak,0,0.456377027,,3298920,1
khabaronline,200400,New,0.580695939,115569,khabaronline,57.5488,0.400959083,,38002060,1
fardaNews,190250,Old,0.492619131,194917,khabaronline,0,0.466056972,,3300120,0
fardaNews,190549,New,0.698996762,164940,tabnak,0,0.53836654,,24760920,0
fardaNews,192634,New,0.259843779,188238,fardaNews,0,0.577537737,,2009760,1
fardaNews,192657,New,0.565789724,192634,fardaNews,0,0.643573373,,12960,1
khabaronline,203020,Old,0.973524452,192657,fardaNews,0,0.985396026,,11580,0
khabaronline,203040,Old,1,192634,fardaNews,0,0.985395496,,27240,0
tabnak,232031,New,0.509113898,190549,fardaNews,0,0.845189494,,994020,0
fardaNews,194399,New,0.13650206,182749,fardaNews,0,0.674566035,,6477460,1
khabaronline,205980,New,0.136843197,122481,khabaronline,0,0.698387166,,38907800,1
tabnak,235789,New,0.22635185,127218,fardaNews,0,0.449673776,,42498620,0
fardaNews,195555,Old,0.874317293,235789,tabnak,0,0.993371552,,1860,0
fardaNews,195622,Old,0.650076635,205980,khabaronline,0,0.987544752,,38940,0
fardaNews,195647,Old,0.455899768,195622,fardaNews,0,0.733194913,,15000,1
fardaNews,195681,New,0.150328762,193724,khabaronline,0,0.5744279,,7427380,0
tabnak,236676,New,0.36201755,155811,fardaNews,0,0.534145288,,22590160,0
fardaNews,201451,New,0.503987226,145064,tabnak,0,0.476133296,,40723940,0
fardaNews,201660,New,0.588871649,201451,fardaNews,0,0.933735974,,139080,1
khabaronline,213558,New,0.360632566,193950,khabaronline,54.6997,0.555234369,,10743640,1
khabaronline,213566,New,0.641666184,201451,fardaNews, _nan,0.586686773,,155760,0
fardaNews,202166,New,0.471892046,159197,fardaNews,0,0.654373178,,23522200,1
fardaNews,202204,New,0,80918,tabnak,0,0.715467393,,74298360,0
fardaNews,205540,New,0.294781512,220090,tabnak,0,0.502929461,,13059040,0
khabaronline,221439,New,0.447634678,132556,fardaNews,0,0.504659005,,45380000,0
fardaNews,206090,New,0.382495612,219272,tabnak,0,0.570333419,,13689940,0
fardaNews,207505,New,0.218439848,132740,fardaNews,56.014,0.652764507,,46188320,1
fardaNews,207510,Old,0.18997828,207505,fardaNews,0,0.692621004,,2220,1
khabaronline,223989,Old,0.244505632,132740,fardaNews,0,0.951964352,,46210700,0
khabaronline,223988,Old,0.30748917,132556,fardaNews,0,0.966140858,,46297880,0
fardaNews,209094,New,0,80918,tabnak,0,0.687945318,,78596520,0
fardaNews,209197,Old,0.259493822,220414,tabnak,0,0.587500641,,15110680,0
khabaronline,227394,New,0.234711686,220158,tabnak,54.4554,0.508787786,,15362500,0
fardaNews,209521,New,0,80918,tabnak,0,0.901126135,,78847380,0
khabaronline,229074,New,0.282995513,183555,fardaNews,0,0.399876051,,15834700,0
fardaNews,210988,New,0.407734772,183555,fardaNews,0,0.423507335,,16028980,1
fardaNews,211105,New,0.437326292,164129,khabaronline,57.7446,0.475712267,,31440100,0
fardaNews,211183,New,0.412757362,219223,tabnak,0,0.546778612,,16586860,0
fardaNews,211684,New,0.195240194,155811,fardaNews,0,0.54259039,,31751860,1
tabnak,263289,New,0.337227608,190549,fardaNews, _nan,0.650993384,,13757140,0
fardaNews,213591,Old,0.173067722,221056,tabnak,51.6349,0.998503719,,17191780,0
tabnak,265814,New,0.22792844,182602,fardaNews,0,0.557326444,,18631540,0
fardaNews,217153,New,0,80918,tabnak,59.5311,0.584333873,,82656180,0
tabnak,268251,New,0.35978819,190549,fardaNews, _nan,0.378721572,,15592180,0
khabaronline,239087,New,0.216351099,221056,tabnak,0,0.443285019,,19046140,0
fardaNews,217459,Old,0.354362607,203020,khabaronline,0,0.697816722,,14687380,0
tabnak,268506,New,0.470533704,268251,tabnak,0,0.578462295,,85920,1
fardaNews,217872,Old,0.355050414,268251,tabnak,0,0.470122866,,229500,0
fardaNews,218157,New,0.242136927,235789,tabnak,0,0.69211473,,12777120,0
khabaronline,248067,New,0.338972494,184221,fardaNews,0,0.48060516,,21888160,0
khabaronline,256080,New,0.250236707,170253,khabaronline,0,0.586344619,,37592020,1
